Strain name,Amikacin,Tobramycin,Gentamicin,Imipenem,Meropenem,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/ tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/ sulfamethoxazole,Ampicillin/ sulbactam,Colistin,Polymyxin B,Tetracycline,Minocycline,Piperacillin
Acinetobacterbaumanniistrainmrsn11757,Susceptible,Susceptible,Susceptible,Strain could not be classified,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11761,Susceptible,Susceptible,Resistant,Resistant,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11762,Resistant,Susceptible,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11763,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11764,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11766,Resistant,Susceptible,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11767,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11769,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11770,Resistant,Susceptible,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11771,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11776,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11777,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11778,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11780,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11781,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11784,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11790,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11792,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11793,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11795,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11796,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn11816,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1183,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1187,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1196,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1308,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,NA,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1309,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1311,Resistant,Susceptible,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn14193,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn14237,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn14427,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15037,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15043,Susceptible,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15044,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15047,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15049,Resistant,Susceptible,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15064,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15067,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15068,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15070,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15071,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15072,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15073,Susceptible,Resistant,Resistant,Strain could not be classified,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15076,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15078,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15080,Resistant,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15082,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15083,Susceptible,Resistant,Resistant,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15087,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15093,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15129,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1551,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn15574,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16874,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16880,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16881,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16882,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16896,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16898,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn16901,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn17493,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Resistant,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn17592,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn17593,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn19482,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1967,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1971,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn1973,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,NA,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn2024,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn20315,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn20755,Resistant,Resistant,Resistant,Susceptible,Strain could not be classified,NA,Strain could not be classified,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn21660,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn21681,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn22112,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn23390,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn24008,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn24603,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn25547,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn2821,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn2839,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn29908,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn29999,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn30000,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn30885,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn30896,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn30909,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn30912,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn30945,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31159,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31196,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31461,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31468,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31523,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31915,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31942,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn31947,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn32076,Resistant,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn32104,Resistant,Resistant,Resistant,Resistant,Strain could not be classified,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn32108,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
